viikingi- ja keskaja kirjandus põhjamaades,FLGR.06.173
"kultuurispetsiifiline ja universaalne euroopa keeltes ja kultuurides. taju, keelematerjal, diskursused",FLFL.00.008
"inglise keel geograafia, geoloogia ja keskkonnatehnoloogia üliõpilastele, tase b2 > c1",HVLC.01.013
erialane inglise keel õpetajatele (b2 keeletase),HTHT.02.002
professionaalne eneseanalüüs,SOZU.04.065
"vene keele algkursus i (inglise keele baasil), tase 0 > a1",HVLC.05.012
ülevaade audiovisuaalsest kommunikatsioonist,SOZU.01.192
keeleteaduse alused,FLEE.08.053
lõputöö,P2PC.00.503
tervishoiu kvaliteedi hindamine ja juhtimine,ARSK.05.014
inglise keele praktiline grammatika i,FLGR.01.042
doktoriseminar,FLAJ.00.056
dekoratsioonimaal,P2VK.04.674
mikroökonoomika,MJRI.09.031
sissejuhatus sotsiaaltöösse,SVPC.03.001
uusaeg,FLAJ.07.205
spordijuhtimise seminar,KKSP.03.051
lavalise liikumise praktika,P2VK.04.638
euroopa liidu õigus,P2OG.02.209
vaatluspraktika sotsiaaltöö või sotsiaalpoliitika alal,SOSS.04.054
vene modernismi kirjandus,FLGR.05.394
interaktiivne eesti keele õpe ii,P2NC.01.075
gümnaasiumiastmel nõutava keeleoskuse arendamine,P2NC.00.596
sissejuhatus sotsioloogiasse,SOSS.01.001
tootearendus,MJJV.02.124
semiootika ja kultuuriteooria distsiplinaarne seminar,FLSE.00.300
hispaania keele teooria iii,FLGR.03.260
ettevõttepraktika,P2NC.01.114
meditsiiniline biokeemia,ARBK.01.043
kartograafia,LOOM.02.009
live kontsertide helindamine ii,P2VK.02.743
turunduse alused,P2NC.01.072
sotsiaalpedagoogika põhipraktika,SHHI.01.065
rahvalaulu praktika,P2VK.02.685
organisatsioonikäitumine,P2PC.00.662
inglise ärikeel,P2PC.01.158
eesti filmi ajalugu,HVVK.14.011
laulmiskursus gregooriuse laulu baasil,HVVK.14.001
skulptuur,HVVK.14.060
rakubioloogia praktikum,LOMR.06.003
keeleteaduslik magistriseminar,FLEE.00.052
luu töötlemine ja esemete disainimine,HVVK.14.035
õlimaal,HVVK.14.028
"eesti keele intensiivkursus i. suuline ja kirjalik eneseväljendus (vene keele baasil), tase 0 > a2.1",HVLC.09.030
"erialane inglise keel ajalooüliõpilastele, tase b2 > c1",HVLC.01.006
"sissevaateid eesti kultuuri. filmi- ja muuseumikursus, inglise keele baasil",FLKE.03.121
sissejuhatus dokumentalistikasse,SOZU.01.201
eesti meediasüsteem ja meediakasutus,SVUH.00.041
juhtimine,P2PC.00.504
usundiõpetuse pidev praktika,USUS.03.106
ettevõtte tarkvara seminar,MTAT.03.270
etenduskunstide projekt ii,P2VK.04.663
ettevõtlus- ja projektipraktika,P2PC.01.175
tele- ja filmivalgus,P2VK.04.539
muusikateooria iii,P2VK.02.648
kommunikatsiooni alused,P2NC.00.695
tunnete ja tunnetuse vastasmõjud,SHPH.00.037
teadusliku uurimistöö alused,FLAJ.03.182
labori- ja ettevõttepraktika geoloogias,LOOM.03.140
sissejuhatus kõrgkooliõpingutesse,P2PC.00.643
uurimistöö ii (eraõigus),P2OG.01.087
sisehaiguste ring i,ARSK.05.016
seminar hispaaniakeelsest kirjandusest,FLGR.03.285
inglise keele didaktika esimeses ja teises kooliastmes i,HTOS.02.258
praktiline inglise keel ii,P2NC.00.488
projektipersonali juhtimine,SVNC.00.037
endise nliidu ruumi poliitilised süsteemid,SHRG.03.030
orientaalusundite seminar,USUS.06.136
majandusarvestuse alused,P2PC.00.289
sissejuhatus infotöötlusse,P2NC.01.077
uurimistöö alused ja meetodid,P2PC.00.657
tekstiilitehnoloogia,P2VK.04.673
kehatöö,HVVK.04.020
kaasaegsed tantsutehnikad,HVVK.04.021
protsessi- ja kvaliteedijuhtimine,P2PC.00.658
lõputöö seminar,P2PC.01.173
esa radarseire intensiivkursus,LTTO.00.010
kodeerimisteooria uurimisprojekt,MTAT.07.027
eesti varauusaja ajalugu 1550-1710,FLAJ.03.180
õppe kavandamine,P2NC.01.009
kvantitatiivsete meetodite eriseminar i,SOSS.02.096
praktika,MJ00.00.053
tarkvaratehnika,LTAT.05.003
joonistamine,HVVK.14.058
kunsti vaadeldes,HVVK.14.087
uurijaseminar,FLFI.00.087
bioloogia didaktika,LOLO.00.060
keeletüpoloogia,FLEE.08.116
"erialane inglise keel. sissejuhatus õiguskeelde i, tase b2.1",HVLC.01.017
mõõtmised biokeemias,LOKT.10.017
sissejuhatus kvalitatiivsetesse meetoditesse,SVUH.07.004
spordiorganisatsiooni ja -juhtimise alused,P2PC.01.145
mikrofonitehnikad i,P2VK.02.714
eesti majandus maailmamajanduse muutustes,MJMJ.08.001
äriplaan,SVNC.00.019
rahvusvahelised suhted,SHRG.03.026
nefroloogia,ARSK.01.032
ruumilisi otsustusi toetavad süsteemid,LOOM.02.003
ettevõtluskeskkond ja innovatsioon,SVPC.01.005
masinkudumine algajatele,P2VK.01.536
laua- ja rollimängud,P2VK.05.384
maastikuökoloogia,LOOM.02.159
ruumiliste andmete statistiline analüüs,LOOM.02.035
microstation,LOOM.02.011
loovmäng,P2VK.02.766
erialane inglise keel (c1 keeletase),SHHI.02.055
õiguse ja avaliku halduse alused,P2PC.00.661
ruumiandmete analüüs pythoni ja r-iga,LTOM.02.025
uurimismeetodid pedagoogikas,P2NC.01.026
linnaplaneerimise alused,LOOM.02.347
loodus- ja seikluskasvatuspraktika,P2NC.00.997
koolieelne põhipraktika,P2NC.01.014
projektijuhtimise rakendamine,P2PC.01.159
projektijuhtimise meetodid,P2PC.01.160
ettevõtluse eelinnovatsiooni inkubaator,SVNC.00.072
matemaatika didaktika ii,HTHT.02.049
maalikursus - natüürmordist aktini i,HVVK.14.049
digitaalne maalimine - tüüpprobleemid,HVVK.14.052
maalikompositsioon,HVVK.14.095
maalibänd,HVVK.14.078
kvantmehaanika,LTFY.04.001
stohhastilised mudelid,LTMS.00.013
inimese füsioloogia,ARFS.01.063
kaasaegsed uurimismeetodid neurobioloogias 4,ARFS.01.082
kaasaegsed uurimismeetodid neurobioloogias 2,ARFS.01.080
kaasaegsed suunad neuroteaduses 3,ARFS.01.072
kaasaegsed suunad neuroteaduses 1,ARFS.01.070
eriseminar zooloogias ja hüdrobioloogias,LOOM.04.075
molekulaarne mikrobioloogia,LOMR.03.015
heebrea keel,USUS.05.067
korea kultuur ja ühiskond (inglise keele baasil),FLLC.08.007
assisteerimispraktika,FLLC.00.006
abstraktse ja geomeetrilise joonistamise kursus,HVVK.14.045
aken aasia muusikasse,HVVK.14.002
organisatsioonikommunikatsiooni teooriad,SHZU.03.003
turunduse alused,P2PC.00.502
kaasaegne fundamentaalfüüsika,LOFY.04.078
arvutigraafika seminar,MTAT.03.305
sissejuhatus majandusteadusesse,MJRI.03.092
tarneahela juhtimine,MJMJ.08.002
sissejuhatus erialaõppesse,SVNC.00.003
andmehõive ja signaalitöötlus,LOTI.05.052
projektipõhine rahastamine,P2PC.01.154
ettevõtlusega alustamine,P2NC.01.050
eriala teadustöö metoodika taime- ja seeneteaduses,LOOM.01.113
loodus- ja ühiskonnaainete õpe erivajadustega lastele,SHHI.03.037
geograafia uurimissuunad ja -meetodid,LOOM.02.207
tõenäosusteooria seminar,MTMS.02.048
üldine histoloogia,LOMR.09.016
spordi administreerimine,SVPC.01.004
elektroonika õpetajatele,LOTI.05.068
projektijuhtimise meetodid,SVNC.00.036
kaugseire,LTTO.00.007
teadusartikli kirjutamise metoodika (biokeemias),ARBK.01.028
energiavood ja aineringed,LTOM.02.006
"laste ja noorukite emotsionaalsed, sotsiaalsed ja käitumisraskused",SHHI.03.048
õpilaste sotsiaalsete oskuste arendamine,P2NC.01.124
noorsoouuringud,P2NC.01.003
illustrator,LOOM.02.049
ladina paleograafia,FLLC.02.006
moetööstuse probleeme ning selle jätkusuutliku arengu võimalikud lahendused ja praktikad,HVVK.14.070
"eesti keele intensiivkursus i. suuline ja kirjalik eneseväljendus (inglise keele baasil), tase 0 > a2",HVLC.09.008
valikküsimusi põhjamaade kultuurist ja ajaloost,FLGR.06.148
autori- või probleemseminar iii,FLFI.00.026
sotsiolingvistika,FLEE.08.139
autori- või probleemseminar i,FLFI.00.024
bakalaureuseseminar,FLFI.00.032
erialapraktika zooloogias ja hüdrobioloogias,LOOM.04.076
mikrobioloogia ii,LOMR.03.020
erialane võõrkeel (vene keeles),P2PC.03.103
rakubioloogia ii,LOMR.06.005
keeletehnoloogia seminar,MTAT.06.046
analüütiline geomeetria,MTMM.00.327
kommunikatsioonijuhtimise alused ja praktikad,SVUH.03.005
kombinatoorika,MTMM.00.354
ülevaade meedia ja kommunikatsiooni teooriast,SOZU.03.252
audiovisuaalse teksti loome,SHUH.01.018
kinnisvara arendamine,P2PC.00.417
metallvormide valmistamise praktika,P2VK.01.525
mobiili- ja pilvearvutuse seminar,MTAT.03.280
ettevõtluse ja juhtimise alused terviseteenuste valdkonnas,KKSB.05.080
silmahaigused,ARSI.01.011
el juhtimine ja poliitika kujundamine,P2EC.00.220
hispaania keele praktikum iii,FLGR.03.261
pidev pedagoogiline praktika klassiõpetajatele,SHHI.02.045
videomontaaž ja režii,HVVK.04.018
magistriseminar,P2PC.00.675
3d graafika,HVVK.04.003
rahanduse alused,P2PC.00.646
pidev pedagoogiline praktika eripedagoogidele,SHHI.03.042
kliiniline mikrobioloogia. pea ja kaela piirkonna infektsioonid,ARMB.01.055
infosüsteemid,SHUH.04.013
"eesti keele intensiivkursus i. hääldamine ja kuulamine (vene keele baasil), tase 0 > a2",HVLC.09.032
eesti keel mitmekeelses läänemere-euroopas: keelekontaktid ja -maastikud,FLEE.04.223
kaasaegsed uurimismeetodid neurobioloogias 3,ARFS.01.081
"inglise keel bioloogia ja ökoloogia üliõpilastele, tase b2",HVLC.01.009
metsabioloogia ja dendroloogia,P2VK.01.109
taimede molekulaarbioloogia,LOMR.05.001
praktiline inglise keel i,P2NC.00.908
soome keele suuline ja kirjalik väljendusoskus ii (b2/c1),FLEE.06.092
soome keele suuline ja kirjalik väljendusoskus i (b1/b2),FLEE.06.010
rahvusvaheline poliitika,SHRG.00.038
kaasaja valitsemine,SHRG.02.020
spordisotsioloogia,KKSP.03.030
ortognaatiline kirurgia,ARST.01.058
majutus- ja spaaettevõtte juhtimine,P2PC.02.214
juhtimise alused,SVNC.00.001
projektipõhine arvestus,P2PC.01.153
kinesioloogia,KKSB.03.020
ravimite toksikoloogia,ARFR.02.034
osaluspraktika sotsiaaltöö või sotsiaalpoliitika alal,SOSS.04.057
lak-õpe hev õpilastele,P2NC.01.130
inglise keelt kõnelevate maade maiskonnalugu esimeses ja teises kooliastmes i,HTOS.02.499
avalik esinemine,P2NC.00.690
komi keel i,FLEE.07.192
aasia riigid maailmamajanduses,MJJV.07.097
doktoriseminar,FLGR.05.172
ettevõtluse alused,SVNC.00.023
loodusvarad ja nende säästlik majandamine,LOOM.02.122
teadustöö alused,SVNC.00.024
graafiline disain,SVPC.02.006
geneetika harjutused,LOMR.03.009
helitehnoloogi praktika ii,P2VK.02.741
kaugseire rakendused,LTTO.00.008
kommunikatsioon sotsiaalsete muutuste kujundamisel,SHZU.03.004
geograafiline andmetöötlus,LOOM.02.013
arengustrateegia koostamise praktika,LOOM.02.344
taimeanatoomia ja -morfoloogia,LOOM.01.123
sooline vägivald,SHUH.08.001
3d modelleerimine ja analüüs,LTOM.02.024
avalik esinemine,P2VK.09.061
teenusmajandus ja teenindusfilosoofia,P2PC.00.660
patsiendikesksus tervishoius ja selle arendamine,AROT.00.070
ettevõtte kulude ja tulemuslikkuse juhtimine,MJJV.09.046
rindkerehaiguste invasiivne diagnostika ja kirurgiline ravi,ARKS.01.026
matemaatiline statistika,MTMS.01.099
vene õigekeelsus i,P2NC.01.101
troopikabioloogia,LTOM.04.005
meeskoor,HVVK.14.099
hellenistliku kirjanduse seminar,FLGR.02.537
kaasaegsed suunad neuroteaduses 2,ARFS.01.071
kreeka keel,USUS.04.068
eesti ja eestlased (inglise keele baasil),FLKE.03.207
meditsiiniline biokeemia,ARBK.01.030
korea kirjandus (inglise keele baasil),FLLC.08.009
improvisatsiooniline joonistamine,HVVK.14.086
digitaalne fotograafia,HVVK.14.014
reporteritöö praktika,SHZU.01.017
veebilehtede loomine,MTAT.03.297
kommunikatsiooniassistendi praktika,SHUH.03.006
terapeutiline harjutus,KKSB.05.027
sotsiaalteaduslik metodoloogia,SHRG.03.022
teenindusfilosoofia ja teeninduskorraldus,SVNC.00.018
loovettevõtja reflektiivkursus,MJCV.00.034
geosüsteemide modelleerimine,LOOM.02.136
jõukohase õppe alused,HTEP.01.044
heaolu filosoofia areng,P2PC.00.512
erialane joonistuspraktika,P2VK.01.503
biokeemia praktikum,LOMR.08.002
toote- ja teenusedisain,SVPC.01.003
pidev pedagoogiline praktika,P2NC.01.065
doktoriseminar,FLEE.00.044
taimefüsioloogia praktikum,LOMR.07.006
arhiivinduse alused,FLAJ.02.168
rehabilitatsiooni alused,KKSB.05.078
optika praktikum,LOFY.03.084
makroökonomeetria,MJRI.02.085
"muuseumipraktika: kuidas koguda, uurida, tutvustada?",FLAJ.05.154
spordialane inglise keel,P2PC.01.157
praktiline eesti keel i,P2NC.00.946
looduskaitsebioloogia,LOOM.04.084
krokii,HVVK.14.041
sissejuhatav magistriseminar,FLLC.00.008
akadeemiline enesejuhtimine,SVUH.00.037
mitmekesisus ühiskonnas,SVUH.00.046
finantsjuhtimise praktika,SVMJ.06.005
projektipõhine rahastamine,SVNC.00.011
spordirajatiste majandamine,P2PC.01.146
uurimis- ja analüüsimeetodid majanduses,MJRI.01.042
mikrofonitehnikad ii,P2VK.02.715
praktika väliskülalisüliõpilastele,AR00.00.086
geograafia koolis,LOLH.00.011
majandusteooria alused,SVNC.00.016
magistriseminar mõõteteaduses i,LOKT.06.050
majandusarvestuse alused,SVNC.00.017
madis kõivu dramaatiline filosoofia,FLFI.05.003
nanotehnoloogia praktikum,LOFY.02.042
vene keele leksikoloogia,FLGR.05.389
häälepuuded lastel ja täiskasvanutel,SHHI.03.017
ürituste korraldamise praktika,P2NC.00.958
demograafia ja sotsiaalne linnageograafia,LOOM.02.341
inimgeograafia alused,LOOM.02.236
hääle- ja resonantsipuuete praktikum,SHHI.03.024
humanitaarainete õpetaja põhipraktika,P2NC.01.016
finantsjuhtimine ja avaliku sektori ökonoomika,P2PC.03.141
inimgeograafia uurimismeetodid,LOOM.02.073
disainijuhtimine,P2PC.00.676
sissejuhatus butafooriasse,P2VK.04.668
kehalise kasvatuse algõpetus,KKSP.04.064
treeningu ja koormuse juhtimine,KKSB.01.033
neelamise füsioloogia ja teraapia,SHHI.03.028
kirjalik tõlge inglise keelde: praktika,FLGR.01.164
mitmekultuuriline haridus,P2NC.00.686
"valgus, värv, optika",P2VK.04.664
geoloogia ja keskkonnatehnoloogia rakendused,LOOM.00.031
anatoomia,ARAN.01.034
kasvatus ja õppetöö organiseerimine,HTOS.02.247
"vene keel eelkesktasemele ii, tase a2.2 > b1.1",HVLC.05.019
hispaania keele teooria i,FLGR.03.256
neuroloogia ja neurokirurgia,ARNR.01.036
prantsuse keele suulise ja kirjaliku väljenduse õpetus i,FLGR.03.179
leedu ajalugu,FLAJ.03.186
füüsika põhikooli olümpiaad,LOFY.01.156
elektriõpetuse õpetamine põhikoolis,LOFY.01.153
õppimise ja õpetamise alused loodus- ja reaalainetes,LOLH.00.004
füüsikalise keemia praktikum ii,LTKT.02.003
psühhiaatria,ARPS.01.078
patoloogiline anatoomia,ARPA.01.014
tervishoiukorraldus ja tervishoiuökonoomika,ARTH.02.081
sõja- ja katastroofimeditsiin,AR00.00.088
taimede ökofüsioloogia,LOOM.01.072
ettevõttepraktika,LOKT.04.078
reovee- ja settekäitluse tehnoloogiad,LOKT.04.081
"leedu keel algtasemele i, tase 0 > a1.1",HVLC.09.023
"balti rahvad ja keeled: päritolu, arengulugu ja tänapäev",FLEE.04.222
metallurgia ajalugu,P2VK.01.347
lastestomatoloogia praktika,ARST.01.102
teoloogia tänapäevased probleemid b,USUS.02.059
algoritmide kavandamine ja analüüs,MTAT.03.286
"poola keel algajatele i (inglise keele baasil), tase 0 > a1.2",HVLC.05.047
improvisatsiooni metoodika,P2VK.02.405
teadusliku uurimistöö alused,HVAJ.06.001
uurimistöö seminar sotsiaalfarmaatsiast,ARFA.01.080
postgresql/postgis ja geoserveri (wms) alused,LTOM.02.023
arenguseminar,P2EC.00.230
magistritöö,FLAJ.00.046
etnoloogia seminar: kultuuripraktikad ja identiteedipoliitika,FLKU.03.094
bioorgaaniline keemia täna 1,LOKT.10.027
majanduspoliitika mõjude hindamine,MJRI.02.086
e-demokraatia ja e-valitsemine,SHRG.02.024
sportliku eriala praktika,KKSP.04.059
õiguse alused,FLGR.04.450
eesti keele suuline ja kirjalik väljendusõpetus,SOPH.00.525
karistusõigus,OIAO.01.046
rahvusvaheline avalik õigus,P2OG.02.193
sissejuhatus kultuuriteooriatesse,FLSE.00.138
"vene keel algtasemele i, tase 0 > a1.2",HVLC.05.016
"jaapani keel algtasemele i, tase 0 > a1.1",HVLC.08.008
"jaapani keel algtasemele ii, tase a1.1 > a1.2",HVLC.08.009
ülevaade poola kultuuriloost,FLGR.05.412
eriala teadustöö metoodika keskkonnaseire tehnoloogias,LOFY.05.056
plastika- ja rekonstruktiivkirurgia,ARKI.01.013
"korea keel algtasemele ii (inglise keele baasil), tase a1.1>a1.2",HVLC.08.017
ökotoksikoloogia,LOKT.04.016
orgaanilise keemia praktikum,LOKT.09.015
eksperimentaalne koolifüüsika,LOFY.01.110
kreeka eepika,HVLC.02.004
füüsika meie ümber,LOFY.01.158
probleemipõhine ja aktiivõpe füüsika õpetamisel,LOFY.01.150
bioinformaatika ii,LOMR.10.005
näo-ja lõualuude piirkonna funktsioonianomaaliad - meeskonnatöö,ARST.01.128
probleemidepõhine õpe ja interdistsiplinaarsus,LOLH.00.005
materiaalne kultuur ja muuseum,HVKU.03.025
kutsekopsuhaigused,ARKS.01.025
naha- ja suguhaigused,ARNH.01.033
kliiniline farmakoloogia,ARFR.03.019
meditsiiniteooria ja -eetika,ARTH.02.055
klienditöö oskused,SVPC.03.011
team kursus: traumahaige esmakäsitlus atls printsiipidel,MVCM.03.002
meediaõpetus,P2VK.05.171
laulmine ii,P2VK.04.587
rahvusvaheline folkloristika,FLKU.04.097
keemia didaktika,LTKT.03.001
"rootsi keel algtasemele (süvaõpe), tase 0 > a2",HVLC.06.023
anatoomia,ARAN.01.028
muusikaajalugu,P2VK.02.515
masinõpe,MTAT.03.227
liikumisaparaadi areng,KKSB.01.027
sotsioloogia teooria seminar i,SHSS.00.010
erialane praktika,MTMS.01.094
õpetajakoolituse põhipraktika,SVHI.01.026
allikmaterjalide kogumise ja analüüsi meetodid,HVKU.03.013
animatsioon,P2VK.04.676
soome-eesti kontrastiivgrammatika,FLEE.06.093
vene kirjandusteaduse alused,FLGR.05.303
"itaalia keel algtasemele iii (inglise keele baasil), tase a1.2 > a2.1",HVLC.03.022
eesti keele morfoloogia alused,FLEE.04.194
vene kirjandusklassika varamust,FLLC.05.002
hispaania keele suulise ja kirjaliku väljenduse õpetus i,FLGR.03.263
teadustöö üldprintsiibid,LOOM.04.058
koolibioloogia i,LOLO.00.076
"korea keel algtasemele i (inglise keele baasil), tase 0 > a1.1",HVLC.08.016
taimefüsioloogia,LOMR.07.001
individuaalpraktika,HVLC.00.005
füüsika õpetamine gümnaasiumis,LOFY.01.113
äriplaan,MJCV.00.027
saksa keele dialektoloogia,FLGR.04.625
"eesti keskkond, taimestik ja taimkate",LOOM.01.047
tõenäosusteooria ja matemaatiline statistika,MTMS.02.059
õpetamine koolivälises keskkonnas,LOLH.00.006
tervise edendamine,ARTH.04.045
farmakoloogia ja toksikoloogia,ARFR.02.037
tehisintellekt,LTAT.01.003
terved hambad kõigile,ARST.01.116
silmahaigused,ARSI.01.002
"vene keel arstiteaduse üliõpilastele i, tase a2.1 > a2.2",HVLC.05.025
arvutimängude loomine ja disain,MTAT.03.263
sissejuhatus andmeteadusesse,LTAT.02.002
heli-ja valgustehnika praktikum,P2VK.05.328
õpiraskuste psühholoogia,SHHI.03.009
eesti keel,FLEE.02.093
põhipill ii,P2VK.02.581
nüüdisaja rahvusvahelised suhted (alates u. 1990),HVAJ.06.007
reformatsioon põhja-euroopa poliitika- ja kunstipeeglis,HVAJ.07.008
ruumikujundus,P2VK.05.332
eesti kultuurimaastik,SVNC.00.070
kasvatuskultuurid ja -filosoofia,SHHI.01.053
estica välisarhiivides,FLAJ.02.060
eesti keele suuline ja kirjalik väljendusõpetus,SHRG.00.031
inglise õiguskeel (b2-c1),P2OG.04.013
vene kultuurilugu,FLGR.05.268
automatiseeritud andmehõive keskkonnaseires,LOFY.05.036
"prantsuse keele algkursus i (inglise keele baasil), tase 0 > a1.1",HVLC.03.006
taastusravi,ARSM.00.013
haavade ravi,ARKI.02.036
algoloogia,LOOM.01.001
füüsika meie ümber,LOFY.01.101
magnetmaterjalid,LOFY.02.047
erialane praktika,LOKT.00.024
operatsioonisüsteemid,LTAT.06.001
sissejuhatus kliinilisse hambaravisse,ARST.01.105
suu- ja hambahaigused i,ARST.01.111
kosmosetehnoloogia alused,LTTO.00.011
rühmapraktika,SVUH.00.075
praktika,FLGR.00.061
eriseminar heitmete tehnoloogias,LOKT.04.084
geomorfoloogia,LOOM.02.130
loovkirjutamine,P2VK.05.351
kultuuripoliitika,P2VK.05.350
sissejuhatus semiootika uurimismeetodeisse,FLSE.00.225
foneetika seminar i,FLEE.08.117
teadustöö metodoloogia,SVPC.01.008
käitumisökoloogia,LOOM.04.038
gerodontoloogia,ARST.01.099
turismiettevõtte strateegiline juhtimine,P2PC.00.602
skulptuur ii,P2VK.01.369
praktiline harmoniseerimine klaveril i,P2VK.02.341
eesti ehtekultuur,P2VK.01.432
helitehnoloogi praktika i,P2VK.02.740
arvutimorfoloogia,FLEE.08.052
praktika magistriõppes,USUS.03.055
kardioloogia,ARKA.01.072
inglise keele praktiline foneetika,P2NC.00.452
ajaleht kui õppevahend põhikooli inglise keele tunnis,HTOS.02.388
kõnet asendavad ja toetavad kommunikatsioonimeetodid,SHHI.03.029
kehalise kasvatuse pidev praktika,KKSP.02.040
"itaalia keel algtasemele ii (inglise keele baasil), tase a1.1 > a1.2",HVLC.03.021
antiikmütoloogia alused kirjandustekstides,FLLC.02.002
"vene keel eelkeskastmele i, tase a2.1 > a2.2",HVLC.05.018
saksakeelsete maade kultuuri- ja maalugu,FLGR.04.355
immunoloogia,ARMP.02.007
uurimismeetodid materjaliteaduses,LTKT.01.001
kliiniline radioloogia,ARRD.00.016
lõputöö seminar,LTKT.00.002
mõõtmistulemuste töötlemine,LOFY.01.039
mehaanika õpetamine põhikoolis,LOFY.01.151
röntgenstruktuuranalüüs i,LOFY.02.020
biomehaanika alused ja biomaterjalid,LOFY.01.125
materjaliklassid ja nende tehnoloogiad,LTFY.02.002
inglise kirjandus barokist romantismini,FLGR.01.162
perearstiteadus,ARPO.01.031
ettevõtlus hambaarstiteaduses,SVMJ.02.002
immunoloogia alase uurimistöö alused iii,ARMP.02.015
sissejuhatus erialasse,LTAT.03.002
ettevõtte rahvusvahelistumine,MJJV.07.089
näitlejameisterlikkuse süvakursus,P2VK.04.602
eesti keele kirjalik eneseväljendus,P2VK.09.001
sissejuhatus erialasse ja farmaatsia ajalugu,ARFA.01.071
rakendusklimatoloogia,LTOM.02.019
mastering ii,P2VK.02.738
aktuaalseid küsimusi varauusaja ja uusaja ajaloost,FLAJ.07.235
arengupsühholoogia: koolieelne- ja kooliiga,SHHI.01.057
arvutigraafika,P2NC.01.109
kultuuripoliitika eestis,FLKU.03.076
rooma eepika,FLLC.02.005
"itaalia keel algtasemele i, tase 0 > a1.1 (inglise ja eesti keele baasil)",HVLC.03.020
keskkonnaseire füüsikalised alused,LOFY.05.006
"hiina keel algtasemele i (inglise keele baasil), tase 0 > a1.1",HVLC.08.012
"hiina keel algtasemele ii (inglise keele baasil), tase a1.1 > a1.2",HVLC.08.013
ülevaade tšehhi kultuuriloost,FLGR.05.411
"folkloristika seminar: traditsioon, loovus, ühiskond",FLKU.04.131
hiina kirjandus,FLLC.08.004
"prantsuse keele algkursus iii (inglise keele baasil), tase a1.2 > a2.1",HVLC.03.009
mida peaksin teadma oma naha kohta,MVCM.07.001
naistehaigused ja sünnitusabi,ARNS.01.032
biokeemia ii,LOMR.08.006
loodusteadusliku meetodi seminar,LTFY.01.012
konsultatiivtöö metoodika,LOFY.01.076
mikromaailma füüsika,LOFY.01.009
tuumafüüsika eksperimentaalmeetodid,LOFY.01.015
funktsionaalse anatoomia põhimõisted,LOFY.01.133
füüsika koolis,LOFY.01.157
laboritöö praktikum,LTKT.01.002
seitse sügelevat nahahaigust,ARNH.01.030
lõputöö seminar,P2PC.03.134
väle tarkvaraarendus,MTAT.03.295
"vene keel arstiteaduse üliõpilastele ii, tase a2.2> b1.1",HVLC.05.026
magistrieksam,SHUH.04.025
eriala teadustöö metoodika heitmete tehnoloogias,LOKT.04.086
doktoriseminar,MJ00.00.049
tsiviilõiguse üldosa,OIEO.04.068
füüsika didaktika,LTFY.01.002
magistritöö arvutitehnikas,LOTI.05.036
arheoloogiliste välitööde praktika,FLAJ.01.143
temaatiliste kaartide kujundamine,LTOM.02.017
täiskasvanute füsioteraapia,KKSB.05.079
ansambel ii,P2VK.02.718
sotsiaaltöö ja sotsiaalpoliitika sihtgrupid,SHUH.07.004
mänguteooria,MJRI.02.083
seksuoloogia ja seksuaalkasvatus,HTPK.02.103
biosemiootika aktuaalsed probleemid,FLSE.00.287
teadusliku uurimistöö alused,FLAJ.05.076
kirjaliku väljenduse õpetus,FLGR.01.159
"vene keel kesktasemele i, tase b1.1 > b1.2",HVLC.05.020
"vene keel algtasemele ii, tase a1.2 > a2.1",HVLC.05.017
geneetiliselt muundatud organismid,LOMR.03.017
hispaania keele praktikum i,FLGR.03.257
"hispaania keel algtasemel (süvaõpe) i, tase 0 > a1",FLKE.05.063
lõputöö seminar,LTFY.01.013
patsiendikeskne suhtlemine,ARPO.01.042
"prantsuse keel algtasemel (süvaõpe), tase 0 > a1",FLKE.02.275
kaasaegse metroloogia alused,LOFY.01.037
pilditöötlus kaugseires i,LOFY.05.034
eriseminar ökotehnoloogias,LOOM.02.298
materjalifüüsika praktikum i. mehaanika ja soojus,LOFY.02.055
füüsika praktikum ii - elekter ja magnetism,LOFY.01.123
sedimentoloogia,LOOM.03.004
laboritöö praktikum,LTFY.01.011
kriitilised seisundid erakorralises meditsiinis,ARAI.01.054
kinnisvara rahandus,MJJV.10.054
suu -ja hambahaiguste propedeutika i,ARST.01.113
inglise keele analüüs,P2NC.00.816
kardioloogia,ARKA.01.049
uurimistöö meetodid ja teadustöö metodoloogia,SOSS.04.100
sisehaigused,ARSK.01.015
keemia didaktika praktikum,LOKT.01.023
naine ja seksuaalsus folklooris ja ühiskonnas,FLKU.04.127
laste ja noorukite emotsionaalne ja sotsiaalne areng,SHHI.03.047
avaliku sektori ökonoomika,MJRI.08.042
füsioteraapia neuroloogias,KKSB.05.032
"teatrietenduste, performance'te helindamine",P2VK.02.744
tehnoloogia praktikum i,P2VK.04.666
paleontoloogia ja stratigraafia alused,LOOM.03.051
"prantsuse keele algkursus ii, tase a1.1 > a1.2",HVLC.03.007
mõõtmistulemuste töötlemine,LOFY.05.035
andmekogumise printsiibid,LOOM.04.055
mikroobigeneetika,LOMR.03.001
"vene keel kesktasemele ii, tase b1.2 > b2.1",HVLC.05.021
kreeka keele morfoloogia ja süntaks,FLLC.02.016
läänemere ökoloogia,LOMI.00.001
molekulaarne arengubioloogia,LOMR.09.027
